prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
The Hipster @ Taman Desa,2022,2200,Taman Desa,Condominium,3,2,2,958,Fully Furnished,"Swimming Pool, Parking, Minimart, Lift, Gymnasium, Squash Court, Security, Playground, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track, Tennis Court","Cooking Allowed, Near KTM/LRT, Air-Cond, Internet, Washing Machine",Kuala Lumpur
Unio Residence,2021,2200,Kepong,Apartment,2,1,2,866,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Unio Residence,2021,2200,Kepong,Service Residence,2,1,2,866,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Hermington,2021,2200,Kuchai Lama,Condominium,3,2,2,1075,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Leafz,,2200,Sungai Besi,Service Residence,3,2,2,1200,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Far East Residence,2021,2200,Kuchai Lama,Service Residence,3,2,2,864,Partially Furnished,"Playground, Sauna, Barbeque area, Multipurpose hall, Minimart, Security, Gymnasium, Lift, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
The Henge Kepong,2019,2200,Kepong,Condominium,4,2,2,1300,Fully Furnished,"Sauna, Parking, Barbeque area, Playground, Gymnasium, Security, Minimart, Club house, Squash Court, Jogging Track, Tennis Court, Lift, Multipurpose hall, Swimming Pool",,Kuala Lumpur
THE FENNEL AT SENTUL EAST,2017,2200,Sentul,Condominium,2,1,2,900,Fully Furnished,,,Kuala Lumpur
Scenaria @ North Kiara Hills,2015,2200,Segambut,Condominium,4,2,2,1262,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Villa Orkid,,2200,Segambut,Condominium,4,2,2,1643,Partially Furnished,"Parking, Minimart, Sauna, Security, Gymnasium, Barbeque area, Swimming Pool, Jogging Track, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Pearl Suria,2016,2200,Old Klang Road,Condominium,3,1,2,1202,Partially Furnished,"Playground, Security, Swimming Pool, Jogging Track, Barbeque area, Multipurpose hall, Gymnasium, Sauna, Parking, Lift",Cooking Allowed,Kuala Lumpur
OHako,2019,2200,Puchong,Service Residence,3,2,2,955,Fully Furnished,"Tennis Court, Squash Court, Parking, Security, Gymnasium, Playground, Swimming Pool, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Platinum Splendor Residensi Semarak,2020,2200,Keramat,Condominium,3,2,2,926,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Kenanga Point,,2200,Pudu,Condominium,3,1,2,1060,Partially Furnished,"Security, Tennis Court, Sauna, Gymnasium, Playground, Swimming Pool, Squash Court, Barbeque area, Parking, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
The Loft @ ZetaPark,,2200,Setapak,Condominium,3,2,2,1012,Fully Furnished,"Multipurpose hall, Parking, Gymnasium, Jogging Track, Sauna, Security, Swimming Pool",,Kuala Lumpur
The Loft @ ZetaPark,,2200,Setapak,Condominium,3,2,2,1012,Partially Furnished,"Multipurpose hall, Parking, Gymnasium, Jogging Track, Sauna, Security, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
M Vertica,2023,2200,Cheras,Condominium,3,2,2,850,Fully Furnished,"Lift, Parking, Security, Jogging Track, Tennis Court, Multipurpose hall, Playground, Swimming Pool, Barbeque area",,Kuala Lumpur
The Havre @ Bukit Jalil,2020,2200,Bukit Jalil,Condominium,3,2,3,1100,Fully Furnished,"Parking, Security, Club house, Minimart, Tennis Court, Sauna, Playground, Gymnasium, Squash Court, Barbeque area, Multipurpose hall, Swimming Pool, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Hipster @ Taman Desa,2022,2200,Taman Desa,Condominium,3,2,2,958,Fully Furnished,"Playground, Swimming Pool, Squash Court, Parking, Security, Gymnasium, Minimart, Lift, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
KL Traders Square Residences,2019,2200,Gombak,Service Residence,3,1,2,945,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track","Cooking Allowed, Washing Machine",Kuala Lumpur
633 Residency,,2200,Brickfields,Condominium,2,1,2,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
South View,2017,2200,Bangsar South,Service Residence,2,1,1,648,Fully Furnished,"Parking, Barbeque area, Swimming Pool, Security, Playground, Multipurpose hall, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
The Elements,2015,2200,Ampang,Service Residence,2,2,2,950,Fully Furnished,"Security, Gymnasium, Barbeque area, Sauna, Multipurpose hall, Playground, Jogging Track, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
The Tamarind,2005,2200,Sentul,Condominium,4,1,2,1345,Not Furnished,"Security, Minimart, Playground, Swimming Pool, Gymnasium, Parking, Barbeque area, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
i-Zen @ Kiara 1,2008,2200,Mont Kiara,Condominium,2,1,2,913,Fully Furnished,"Gymnasium, Barbeque area, Squash Court, Parking, Playground, Swimming Pool, Security, Sauna",,Kuala Lumpur
Continew Condominium,2020,2200,KL City,Condominium,1,,1,1000,Fully Furnished,"Gymnasium, Parking, Security, Swimming Pool, Minimart, Lift, Playground","Air-Cond, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Leafz,,2200,Sungai Besi,Service Residence,2,2,2,1025,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
CitiZen,2019,2200,Old Klang Road,Service Residence,3,2,2,883,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Hermington,2021,2200,Kuchai Lama,Condominium,3,2,2,1075,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Haute,2019,2200,Keramat,Condominium,3,2,2,1050,Fully Furnished,"Security, Multipurpose hall, Parking, Swimming Pool, Gymnasium, Lift, Barbeque area, Playground, Jogging Track, Sauna, Minimart",,Kuala Lumpur
Royal Regent (Sri Putramas 3),2013,2200,Jalan Kuching,Condominium,4,1,2,1480,Partially Furnished,"Sauna, Swimming Pool, Minimart, Playground, Gymnasium, Tennis Court, Parking","Air-Cond, Cooking Allowed",Kuala Lumpur
The Havre @ Bukit Jalil,2020,2200,Bukit Jalil,Condominium,3,2,3,1023,Fully Furnished,"Jogging Track, Sauna, Club house, Swimming Pool, Security, Playground, Gymnasium, Multipurpose hall, Parking, Minimart, Squash Court, Barbeque area, Lift, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Ativo Suites @ Damansara Avenue,2021,2200,Sri Damansara,Service Residence,1,,1,499,Fully Furnished,"Squash Court, Sauna, Security, Playground, Tennis Court, Club house, Lift, Parking, Minimart, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Pearl Suria,2016,2200,Old Klang Road,Condominium,2,1,2,914,Fully Furnished,"Gymnasium, Multipurpose hall, Swimming Pool, Jogging Track, Security, Playground, Barbeque area, Sauna, Parking, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
6 Ceylon,2013,2200,Ampang,Condominium,1,,1,696,Fully Furnished,"Parking, Security, Barbeque area, Sauna, Swimming Pool, Gymnasium, Jogging Track, Playground, Club house","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
Casa Residency,2012,2200,Bukit Bintang,Service Residence,2,,2,750,Fully Furnished,"Parking, Sauna, Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Hipster @ Taman Desa,2022,2200,Taman Desa,Condominium,3,2,2,950,Fully Furnished,"Security, Squash Court, Parking, Swimming Pool, Gymnasium, Minimart, Playground, Lift, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
UBN Apartment,,2200,KL City,Condominium,1,,1,720,Fully Furnished,"Gymnasium, Swimming Pool, Squash Court, Security, Parking, Sauna, Tennis Court",,Kuala Lumpur
Villa Wangsamas,2010,2200,Wangsa Maju,Condominium,3,1,3,1267,Fully Furnished,"Swimming Pool, Squash Court, Parking, Security, Minimart, Jogging Track, Playground, Gymnasium",,Kuala Lumpur
Petalz Residences @ Old Klang Road,2016,2200,Old Klang Road,Service Residence,2,2,2,895,Fully Furnished,"Swimming Pool, Gymnasium, Playground, Security, Parking",,Kuala Lumpur
CitiZen,2019,2200,Old Klang Road,Service Residence,4,2,2,1094,Fully Furnished,"Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall, Security, Jogging Track, Sauna, Parking, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Pearl Suria,2016,2200,Old Klang Road,Condominium,2,1,2,914,Fully Furnished,"Sauna, Barbeque area, Multipurpose hall, Swimming Pool, Gymnasium, Security, Playground, Jogging Track, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Infiniti 3 Residences,,2200,Wangsa Maju,Service Residence,3,2,2,1280,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track, Gymnasium","Air-Cond, Cooking Allowed, Internet",Kuala Lumpur
The Leafz,,2200,Sungai Besi,Service Residence,2,2,2,1025,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Havre @ Bukit Jalil,2020,2200,Bukit Jalil,Condominium,3,2,3,1023,Fully Furnished,"Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Tennis Court, Squash Court, Lift, Sauna, Club house, Parking, Minimart, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Royal Regent (Sri Putramas 3),2013,2200,Jalan Kuching,Condominium,3,1,2,1470,Partially Furnished,"Sauna, Minimart, Playground, Gymnasium, Swimming Pool, Security, Parking, Lift, Barbeque area, Squash Court","Air-Cond, Cooking Allowed",Kuala Lumpur
,,2200,Bukit Bintang,Service Residence,2,,1,624,Fully Furnished,"Parking, Playground, Jogging Track, Gymnasium, Security, Lift, Swimming Pool, Sauna, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
The Leafz,,2200,Sungai Besi,Service Residence,2,2,2,1025,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Ativo Suites @ Damansara Avenue,2021,2200,Sri Damansara,Service Residence,1,1,1,499,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Sauna, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Trinity Aquata,2019,2200,Sungai Besi,Condominium,3,2,2,850,Fully Furnished,"Security, Swimming Pool, Parking, Gymnasium, Jogging Track","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
South Link,2022,2200,Bangsar South,Service Residence,2,1,1,495,Fully Furnished,"Parking, Security, Playground, Gymnasium, Lift, Swimming Pool, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Fairlane Residences,2009,2200,Bukit Bintang,Service Residence,1,,1,581,Fully Furnished,"Parking, Gymnasium, Playground, Jogging Track, Lift, Swimming Pool, Security, Sauna, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Saville,2013,2200,Taman Melawati,Service Residence,3,1,2,1007,Fully Furnished,"Parking, Gymnasium, Multipurpose hall, Security, Swimming Pool, Minimart, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
UBN Apartment,,2200,KL City,Condominium,1,,1,720,Fully Furnished,"Gymnasium, Swimming Pool, Squash Court, Security, Parking, Sauna, Tennis Court",,Kuala Lumpur
i-Zen @ Kiara 1,2008,2200,Mont Kiara,Condominium,2,1,2,913,Fully Furnished,"Parking, Playground, Gymnasium, Barbeque area, Security, Squash Court, Swimming Pool, Sauna",,Kuala Lumpur
28 Boulevard,2019,2200,Pandan Perdana,Apartment,2,2,2,775,Fully Furnished,"Security, Jogging Track, Parking, Minimart, Playground, Swimming Pool, Gymnasium, Lift, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
M Vertica,2023,2200,Cheras,Condominium,3,2,2,850,Fully Furnished,"Tennis Court, Swimming Pool, Lift, Barbeque area, Parking, Security, Multipurpose hall, Playground, Jogging Track","Near KTM/LRT, Cooking Allowed, Air-Cond, Washing Machine",Kuala Lumpur
The Henge Kepong,2019,2200,Kepong,Condominium,3,2,2,1100,Fully Furnished,"Parking, Sauna, Multipurpose hall, Security, Gymnasium, Tennis Court, Club house, Minimart, Playground, Jogging Track, Lift, Swimming Pool, Squash Court, Barbeque area","Air-Cond, Washing Machine",Kuala Lumpur
The Era,2021,2200,Segambut,Service Residence,3,2,2,1033,Partially Furnished,"Parking, Swimming Pool, Security, Gymnasium, Sauna, Playground, Jogging Track, Barbeque area",,Kuala Lumpur
3 Residen,2010,2200,Taman Melawati,Condominium,3,2,2,1000,Fully Furnished,"Sauna, Gymnasium, Barbeque area, Minimart, Playground, Swimming Pool, Security",,Kuala Lumpur
Amani Residences,,2200,389,Service Residence,3,,2,883,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Lift, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Residensi Laguna (Belvedere Service Apt),2007,2200,Bandar Sunway,Service Residence,5,,3,990,Fully Furnished,"Security, Swimming Pool, Gymnasium, Minimart, Multipurpose hall, Parking, Lift, Playground, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
PJ Midtown,2019,2200,Petaling Jaya,Condominium,1,1,1,613,Fully Furnished,,,Selangor
AraTre' Residences,2022,2200,Petaling Jaya,Service Residence,2,2,2,818,Partially Furnished,"Gymnasium, Jogging Track, Parking, Barbeque area, Security, Swimming Pool, Lift, Playground, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
BSP 21,2018,2200,Bandar Saujana Putra,Service Residence,3,1,2,1048,Not Furnished,"Playground, Sauna, Barbeque area, Swimming Pool, Tennis Court, Jogging Track",,Selangor
B11 Parkland Residence,,2200,Cheras,Service Residence,3,2,2,875,Fully Furnished,,,Selangor
Casa Tiara,,2200,Subang Jaya,Service Residence,3,2,2,921,Fully Furnished,"Minimart, Gymnasium, Squash Court, Playground, Security, Barbeque area, Multipurpose hall, Swimming Pool",,Selangor
The Trees Damansara,2020,2200,Damansara Perdana,Condominium,3,2,2,1025,Partially Furnished,"Swimming Pool, Sauna, Parking, Minimart, Playground, Security, Lift, Gymnasium, Tennis Court, Squash Court",,Selangor
i-Residence @ i-City,,2200,Shah Alam,Service Residence,4,2,3,1300,Partially Furnished,"Parking, Security, Lift","Air-Cond, Cooking Allowed",Selangor
Aster Residence Cheras,2021,2200,360,Condominium,2,1,2,650,Fully Furnished,"Gymnasium, Security, Playground, Swimming Pool, Parking, Barbeque area, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
i-Residence @ i-City,,2200,Shah Alam,Service Residence,3,2,3,1352,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Selangor
Menara Kayangan Apartment,,2200,Ampang,Apartment,3,,2,1543,Partially Furnished,"Squash Court, Barbeque area, Playground, Tennis Court, Parking, Sauna, Security, Swimming Pool, Gymnasium",,Selangor
Aster Residence Cheras,2021,2200,360,Condominium,2,1,2,650,Fully Furnished,"Parking, Security, Playground, Gymnasium, Swimming Pool, Barbeque area, Lift, Multipurpose hall, Jogging Track","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Selangor
Eclipse Residence @ Pan'gaea,2018,2200,Cyberjaya,Condominium,3,1,2,990,Fully Furnished,,,Selangor
Metropolitan Square,2013,2200,Damansara Perdana,Condominium,3,2,2,1098,Fully Furnished,"Security, Minimart, Parking, Swimming Pool, Playground, Gymnasium, Lift, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Squash Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Alami Residensi,,2200,Shah Alam,Service Residence,3,2,2,1082,Fully Furnished,"Multipurpose hall, Security, Swimming Pool, Parking, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
Tropicana City Tropics,2010,2200,Petaling Jaya,Service Residence,2,1,2,625,Fully Furnished,"Security, Squash Court, Gymnasium, Tennis Court, Swimming Pool, Sauna",,Selangor
Impiria Residensi Bukit Tinggi Klang,2018,2200,Klang,Service Residence,3,2,2,900,Partially Furnished,"Security, Parking, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Sauna, Minimart, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Verdi Eco-dominiums @ Symphony Hills,2016,2200,Cyberjaya,Condominium,2,2,2,990,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor
